area,date,description,price,size
 (Bedstuy @ Gates J),1/18/2020 9:45,3br- Amazing deal!!- Backyard access- No Fee!,"$2,600 ",3br -
 (Crown Heights @  2 3 4 5 trains),1/18/2020 9:45,Great area! Gorgeous 3 br apartment,"$2,999 ",3br -
 (Ridgewood @ L train),1/18/2020 9:44,BEAUTIFULLY RENOVATED  Duplex 4 br 1 full 2 half ba,"$4,499 ",4br -
 (East Williamsburg),1/18/2020 9:44,🌈Spacious Renovated 1br - Balcony - Laundry - Roof Top Williamsburg,"$2,549 ",1br -
 (Crown Heights @  2 3 4 5 trains),1/18/2020 9:44,Beatifull block! Nice 4 br 2 ba apartment exposed brick walls,"$4,099 ",4br -
 (Bay Ridge @ R),1/18/2020 9:43,Renovated 2 br duplex apartment with washer and dryer,"$2,499 ",2br -
 (Bay Ridge @ R),1/18/2020 9:43,Great location !Just renovated Gorgeous 1 br apartment,"$1,950 ",1br -
 (Williamsburg @ L train),1/18/2020 9:43,Prime Location! Renovated Duplex 3br 2ba,"$5,199 ",3br -
 (Cypress Hills),1/18/2020 9:42,🌈 Great Renovated 2br - One Block From JZ Trains - No fee 🌈,"$1,800 ",2br -
 (Bed Stuy___Bushwick___Crown Heights),1/18/2020 9:38,👀2 Bed / 1 Bath at 552 Kosciuszko St 👀,"$2,199 ",2br -
 (472 Marcus Garvey Blvd),1/18/2020 9:37,Beautiful Bed-Stuy Apartment! **NO FEE**,"$3,890 ",3br -
 (🌈 💗Stuyvesant Heights🌈 💗),1/18/2020 9:26,OPEN HOUSE ON SATURDAY🌈💗SEE PICS AND CALL ASAP🌈💗WON'T LAST LONG🌈,"$2,625 ",3br -
 (310 Henry Street),1/18/2020 9:26,Beautiful Sunny Brooklyn Heights Apartment!,"$4,599 ",2br -
 (Clinton Hill),1/18/2020 9:23,Beautiful 3rd floor Clinton Hill Brownstone Studio,"$1,695 ",300ft
 (🌈💚Stuyvesant Heights 💚🌈),1/18/2020 9:15,"💚NO FEE + 1 MONTH FREE RENT🏚️C PICS., FLOOR PLAN&CALL 917.617.7704","$2,625 ",2br -
 (Crown Hts),1/18/2020 8:57,Beautifully Gut renovated & Sun-soaked 2 bedroom Gem!,"$2,799 ","2br -
                    850ft"
" (Bensonhurst, NY)",1/18/2020 8:53,"@ Renovated 1fl. Apt (1,200 sf) + Backyard + Pets o.k.+ Subway (N/Q/W)","$2,200 ",3br -
 (Brooklyn),1/18/2020 8:52,Bed-Stuy Private backyard,"$2,300 ",2br -
 (Clinton Hill),1/18/2020 8:52,Luxury Studio with city views in Prime Clinton Hill🚨 NO FEE!! March 1,"$2,550 ",
 (Clinton Hill),1/18/2020 8:48,Amenity Filled 2 Bed 2 Bath!! March 1 No Fee!!,"$4,000 ",2br -
 (Prospect Park South),1/18/2020 8:24,"Fantastic King size 1 bedroom Gem, In a Rent stabilized Building*","$1,850 ","1br -
                    750ft"
 (Bed Stuy),1/18/2020 8:17,Under-Priced Lovely spacious 3BR/2BA In a Beautiful Townhouse!,"$2,599 ","3br -
                    1000ft"
 (Crown Heights),1/18/2020 8:17,"♣Beautiful 1 Bed__Near 3, 4 Train_Crown Heights__NO FEE♣","$1,925 ",1br -
 (Flatbush),1/18/2020 8:15,"♣Beautiful 3 Bed__Near 3,4 Train @ Utica_In Unit W&D__NO FEE♣","$2,295 ",3br -
 (flushing),1/18/2020 1:41,!!! QUEENS !!! DISHWASHER !!! NO FEE !!! LAUNDRY !!! ELEVATOR !!!,"$1,848 ",1br -
 (Cobble Hill/Brooklyn Heights),1/18/2020 1:26,"NO FEE - 1 Bedroom w/ Great Kitchen, Elevator, Laundry & Patio","$3,625 ",1br -
 (Brooklyn),1/18/2020 0:26,"2br in Williamsburg, sunny/partially furnished, couples welcome","$2,100 ","2br -
                    500ft"
 (Downtown Brooklyn),1/17/2020 23:45,2.5 months free*Large space*1 stop to City*washer/dryer*King sized bed,"$3,573 ",2br -
 (Brooklyn),1/17/2020 23:25,"By OWNER + VIDEO: Renovated brick pre-war 4bdrms 1.5 bath, 2nd flr.","$3,000 ","4br -
                    1200ft"
 (Bay Ridge),1/17/2020 23:19,Stunning 2BD Heart of Bay Ridge,"$2,400 ","2br -
                    1000ft"
 (Crown Heights @ Nostrand),1/17/2020 22:51,Gorgeous 4 bedroom in Crown Heights - NO Fee!,"$4,099 ",4br -
 (Downtown Brooklyn),1/17/2020 22:45,2.5 months free*Large space*1 stop to City*washer/dryer*King sized bed,"$3,573 ",2br -
 (South Slope),1/17/2020 22:43,⎷ ⎛HUGE 3 BEDROOM APARTMENT WITH LARGE PRIVATE YARD AND W/D HOOKUPS,"$3,350 ","3br -
                    1500ft"
 (Downtown Brooklyn),1/17/2020 21:45,2.5 months free*Large space*1 stop to City*washer/dryer*King sized bed,"$3,573 ",2br -
 (Bay ridge),1/17/2020 21:36,**Cream of The Crop**Under-priced**Studio*2Block R@ 86th st**,"$1,370 ",400ft
 (Bushwick @ Halsey),1/17/2020 21:26,Big 3 bedroom in Bushwick - Priced to go! - No Fee!,"$2,450 ",3br -
 (Bay Ridge @ R train),1/17/2020 21:23,Beautiful 2 bed duplex in Bay Ridge - NO Fee!,"$2,499 ",2br -
 (Bay ridge @ 86th st R train),1/17/2020 21:22,1br in Bay Ridge - Recently renovated - No Fee!,"$2,050 ",1br -
 (Stuyvesant Heights @Gates),1/17/2020 21:04,Beautiful 4 Bedroom duplex!!  priced to go. NO FEE!,"$3,500 ",4br -
 (Bedstuy @ Gates J),1/17/2020 21:03,3br- Amazing deal!!- Backyard access- No Fee!,"$2,600 ",3br -
 (687 Driggs),1/17/2020 20:59,Elevator Building! Washer Dryer IN UNIT! ROOFTOP PARKING,"$4,100 ",2br -
 (Ridgewood),1/17/2020 20:50,Awesome Ridgewood 3BR no fee for rent now,"$2,600 ",3br -
 (BED STUY),1/17/2020 20:47,NO FEE ONE BED,"$1,800 ",1br -
" (Brooklyn, NY)",1/17/2020 20:45,72 Van Buren St # 2B,"$2,500 ",2br -
 (531 knickerbocker),1/17/2020 20:25,3 bed Roll out a bed and be 15 min to Manhattan,"$2,650 ",3br -
 (160 havemeyer),1/17/2020 20:15,lorimer L NO fee 3 bed,"$3,500 ",3br -
 (Bedstuy),1/17/2020 20:08,"BRAND NEW! 0,1,2Beds w WD in Unit, Parking, Gym w Balcony ACG Trains","$4,100 ",2br -
 (533 knickerbocker),1/17/2020 20:02,ASAP 3 bed ASAP 3 bed NO BROKER FEE! knickerbocker M or L,"$2,650 ",3br -
 (Weeksville @ Buffalo ave & Michael Griffith st),1/17/2020 19:07,Spacious 3 Bed New Renovation Massive Living Room,"$2,600 ",3br -
 (Flatbush @ Nostrand Ave & Farragut Rd),1/17/2020 19:05,"New Renovation 2 Bed  with Open Floor Plan, Priv Balcony","$2,400 ",2br -
 (Bedford- Stuyvesant @ Jefferson ave & Howard ave),1/17/2020 19:04,Spaciouse 4 Bed w/ massive basement + Shared BackYard,"$3,500 ",4br -
 (Williamsburg @ Meeker ave & Graham ave),1/17/2020 19:04,Breath taking BRAND NEW  Furnished 1 Bed with Balcony,"$2,800 ",1br -
 (Wolliamsburg @ Scholes st & Humboldt st),1/17/2020 19:03,Gorgeouse 1 Bed w/ Island Kitchen in unit washer dryer + GYM+ PARKING,"$2,940 ",1br -
 (Williamsburg @ Montrose avenue & Humboldt st),1/17/2020 19:03,NEW Beautiful Naturally lit 3 Bed-- 2 LG Balcony + Gym+ Washer dryer,"$4,250 ",3br -
" (Prospect Heights @ Clinton Ave AC, Bergen St 2 and 3, 7 Ave)",1/17/2020 19:01,Incredible 1 Bedroom No Fee in Prospect Heights!,"$2,899 ",1br -
 (Downtown Brooklyn),1/17/2020 19:00,2.5 months free*Large space*1 stop to City*washer/dryer*King sized bed,"$3,573 ",2br -
 (Bed Stuy - Brooklyn),1/17/2020 18:48,Sunny 2bed 2bath Apt: Bed Stuy - NO FEE,"$2,100 ",2br -
 (Bedford Stuyvesant),1/17/2020 18:45,"Underpriced 3 Bed/1.5 Bath on Bedford, Laundry, Awesome Deal!","$2,495 ",3br -
 (Clinton Hill / Bed-Stuy - 1 block from the G train),1/17/2020 18:33,Rare 1bed with outdoor deck in Clinton Hill *Mov theater/gym/laundry,"$2,750 ","1br -
                    800ft"
 (Clinton Hill),1/17/2020 18:18,🚨 Luxury Studio in Prime Clinton Hill🚨 NO FEE!!!,"$2,549 ",
 (Clinton hill/bedstuy),1/17/2020 18:17,Brand New Clinton Hill Amenity Building,"$2,550 ",
 (Clinton Hill),1/17/2020 18:16,🚨 Luxury 2 Bed 2 Bath in Prime Clinton Hill🚨 NO FEE!!!,"$3,999 ",2br -
 (Prospect Heights),1/17/2020 18:10,"Beautiful 3Bed/2Bath Duplex, Laundry, Yard, Steps to Everything!","$4,125 ",3br -
 (Williamsburg @ L and G trains),1/17/2020 18:04,Recently Renovated Williamsburg 2 Bed/2 Private Bath! No Fee,"$3,000 ",2br -
" (Crown Heights | 2,3,4,5 A and C trains)",1/17/2020 17:58,unbelievable FULL HOUSE 7 beds/6.5 baths 2 Kitchens | no broker fee,"$13,850 ",7br -
 (Gravesend),1/17/2020 17:48,2 Bedroom Available for rent,"$2,400 ","2br -
                    1100ft"
 (Downtown Brooklyn),1/17/2020 17:46,2.5 months free*Large space*1 stop to City*washer/dryer*King sized bed,"$3,573 ",2br -
 (Clinton Hill),1/17/2020 17:46,🚨 Luxury Studio in Prime Clinton Hill🚨 NO FEE!!!,"$2,549 ",
 (Bedford Stuyvesant),1/17/2020 17:41,"🔴Beautiful brownstone brand new renovations, spacious 3Br NO FEE!🔴","$2,499 ",3br -
 (East New York),1/17/2020 17:40,"🔴Brand new renovated 2Br. Short walk to the 2,3,4 trains. NO FEE!🔴","$1,799 ",2br -
 (Crown Heights),1/17/2020 17:39,"🔴Amazing newly renovated 4BR/2BA TRUPLEX, Private B/Y, PARKING🔴","$3,750 ","4br -
                    2250ft"
 (East New York),1/17/2020 17:38,"🔴Brand new large 3Br/2Bath. Modern renovations, laundry, parking🔴","$2,499 ","3br -
                    1100ft"
 (Cypress Hills),1/17/2020 17:37,🔴Great 2br - one block from JZ trains - no fee🔴,"$1,799 ",2br -
 (Ditmas Park),1/17/2020 17:36,🔴Condo quality BIG 3br- 2ba - elevator -laundry in building -no fee🔴,"$4,583 ",3br -
 (Crown Heights),1/17/2020 17:34,GIANT CROWN HEGHTS APARTMENT,"$1,750 ",1br -
 (Clinton Hill / Bed-Stuy - 1 block from the G train),1/17/2020 17:30,No fee- DREAM STUDIO in Clinton Hill! Mov theater/gym/laundry/roof,"$2,250 ","1br -
                    700ft"
 (bedford stuyvesant),1/17/2020 17:26,VAST 1250sf 2BR upstairs from the A train*20mins2Manh,"$2,750 ",
 (Bed-Stu @ Halsey J Train),1/17/2020 17:20,Massive 3 Bedroom with a Private Backyard in the Heart of Bed-Stuy,"$2,599 ",3br -
 (Clinton Hill),1/17/2020 17:04,NO FEE--MASSIVE ONE BED--CLINTON HILL--Gym/Balcony/Parking,"$3,200 ",1br -
 (Clinton Hill),1/17/2020 17:01,NO FEE--MASSIVE Studio--CLINTON HILL--Gym/Parking/Laundry,"$2,650 ",
 (Clinton Hill),1/17/2020 17:00,NO FEE - STUDIO - New Clinton Hill Luxury Building,"$2,600 ",
 (Clinton Hill),1/17/2020 16:54,NO FEE - HUGE 1 BEDROOM - New Clinton Hill LUXURY Building,"$3,200 ",1br -
 (Crown Heights),1/17/2020 16:46,LARGE 2 Bed w/ Washer & Dryer Close to Franklin Ave in Crown Heights,"$2,495 ",2br -
 (Prospect Park South / Flatbush / Ditmas Park),1/17/2020 16:45,Large 3BR w Washer & Dryer in Elevator Bldg Close to Park & B/Q Trains,"$2,695 ",3br -
 (Crown Heights / PLG),1/17/2020 16:45,"Large 1BR w/ Dishwasher Close to Park, Franklin Ave & 2/3/4/5 Trains","$1,995 ",1br -
 (Williamsburg),1/17/2020 16:44,LARGE and SUNNY 2 bedroom on Bedford Ave,"$3,500 ","2br -
                    900ft"
" (WILLIAMSBURG__""L"" MORGAN__J & M FLUSHING STOP_______)",1/17/2020 16:38,"___ALL OPEN___NEW__""LOFT""____""ARTIST & MUSICIANS  WELCOMED""____NO FEE_","$2,999 ",
" (WILLIAMSBURG__""L"" MORGAN__J & M FLUSHING STOP_______)",1/17/2020 16:36,"_""LOFT""_GIGANTIC__1500 SQ. FT.___""BRAND NEW""__LOTS OF WINDOWS___NO FEE","$5,499 ",
 (Clinton Hill),1/17/2020 16:31,NO FEE - 2 BED 2 BATH - New Clinton Hill LUXURY Building,"$4,000 ",2br -
 (Williamsburg),1/17/2020 16:11,Williamsburg Waterfront Luxury - Gym - Elevator - Parking -,"$4,400 ",2br -
 (BEDFORD STUYVESANT / BEDSTUY),1/17/2020 16:09,*BEDSTUY*  STUNNING 1 BR ON GREAT LOCATION~2 TERRACES ~LAUNDRY,"$2,290 ",1br -
 (Brooklyn),1/17/2020 16:07,No Fee One Bed + One Bath Clinton Hill *Utilities Included*,"$2,400 ",1br -
 (BUSHWICK),1/17/2020 16:06,*BUSHWICK* ALL NEW 2 BR APT ON GREAT LOCATION~LAUNDRY~ROOF DECK,"$2,499 ",2br -
 (Coney Island),1/17/2020 16:02,No Fee! Studio unit in new luxury building with ocean front views & br,"$2,025 ",
 (Prospect Park South),1/17/2020 15:56,"New LARGE Top Floor 1 bedroom right across Prospect Park! B,Q trains","$2,250 ",1br -
 (Kensington),1/17/2020 15:56,Exquisite 1 bedroom with Balcony! Gym! Laundry! Kensington,"$2,295 ",1br -
 (Crown Heights),1/17/2020 15:56,"Modern 2 bedroom in Crown Heights! Washer/Dryer! 3,A,C trains","$2,495 ",2br -
 (Crown Heights),1/17/2020 15:55,"Renovated Top Floor 1 bedroom in Crown Heights! Right by 2,5 trains!","$1,995 ",1br -
 (Bushwick / Jefferson L / Central M trains),1/17/2020 15:28,Private Yard! Newly renovated 2br railroad / in unit W/D!!,"$2,650 ",2br -
" (Bushwick/East Williamsburg (Dekalb L, Knickerbocker M)",1/17/2020 15:20,Stunning 3br available for ASAP move in. Laundry/ Roof,"$3,100 ",3br -
 (Bedstuy / Bed-stuy),1/17/2020 15:19,Bedstuy furnished 2 bed All utilities included,"$2,300 ",2br -
 (East New York / Bushwick / Cypress Hills),1/17/2020 15:19,"No Fee! Gorgeous Newly Renovated 3 Bed 1.5 Bath Near J, Z, & C Trains!","$2,450 ",3br -
 (East New York / Bushwick / Cypress Hills),1/17/2020 15:17,*No Fee* Newly Renovated 3 Bed 2 Bath w/ Laundry in Unit,"$2,795 ",3br -
 (Brooklyn),1/17/2020 15:11,"BIG TWO BEDROOM ON TOP FLOOR, ELEVATOR","$2,200 ",2br -
 (WILLIAMSBURG),1/17/2020 14:54,1BR spacious With Balcony!,"$2,050 ",1br -
 (Brooklyn (Bensonhurst)),1/19/2020 10:59,NO SEC DEPOSIT! Apartment in a Building next to Park 718-373-6000,"$1,695 ",1br -
 (Midwood),1/19/2020 10:54,Apartment in Midwood by Atlantic Management 718-373-6000,"$1,795 ",1br -
 (Brooklyn (Bensonhurst)),1/19/2020 10:50,NO SEC DEPOSIT! Apartment in a Building next to Park 718-373-7700,"$1,795 ",1br -
 (williamsburg),1/19/2020 10:35,2 bed.rm. prime williamsburg utilities included no fee L.j.m.z. no fee,"$2,095 ",2br -
 (BROOKLYN NY),1/19/2020 10:17,*NO FEE*ALL UTILITIES INCLUDED*ELEVATOR*DISHWASHER,"$2,525 ",3br -
 (brooklyn),1/19/2020 10:16,*NO FEE* RENOVATED*ALL UTILITIES INCLUDED,"$1,850 ",1br -
 (Brooklyn),1/19/2020 10:15,*NO FEE*PERFECT LOCATION FOR TRANSPORT*Q LINE*ELEVATOR,"$1,795 ",1br -
 (BROOKLYN),1/19/2020 10:14,HUGE--NO FEE--WASHER/ DRYER IN UNIT-ELEVATOR,"$2,750 ",3br -
 (Sheepshead bay),1/19/2020 9:58,"3 bedrooms,2 bath, entire second floor of the condo","$3,800 ","3br -
                    1700ft"
 (Brooklyn),1/19/2020 9:56,2 Bedroom,"$2,400 ",2br -
 (Fort Greene),1/19/2020 9:52,FULTON ST/ BARCLAY CENTER / WASHER DRYER IN UNIT,"$2,765 ",540ft
 (Fort greene),1/19/2020 9:49,Charming 2 Bed 1 Bath in a Well Maintained Building - Navy Yard,"$1,850 ",2br -
 (Crown Heights / Franklin ave),1/19/2020 9:46,Beautifully Renovated LARGE 1 bedroom apartment in PRIME Crown Heights,"$1,995 ",1br -
 (Sheepshead Bay),1/19/2020 9:44,"Sheepshead Bay, 2 Bed/1.5 Bath OPEN HOUSE 1/19 DSJ Realty 718 266-3700","$2,199 ","2br -
                    950ft"
" (Marine Park, Brooklyn)",1/19/2020 9:43,"Marine Park, 1 Bed OPEN HOUSE BY APPT. call  DSJ Realty 718 266-3700","$1,699 ",1br -
 (Gravesend),1/19/2020 9:42,"Gravesend, Immediate Studio for Rent 718 266-3700","$1,399 ",300ft
 (Sheepshead bay / gravesend),1/19/2020 9:30,"NeW HuGE ONE BeD..B,Q,F TRAIN..PRIME LOCALE..SUNNY..DINING ROOM..","$1,700 ",1br -
 (2795 Shore Parkway),1/19/2020 9:22,OPEN HOUSE! NO SECURITY DEPOSIT! Studio in Elevator Building!,"$1,399 ",300ft
 (Bed Stuy/Ocean Hill),1/19/2020 9:22,Awesome  spacious sun drenched 2 bedroom  Hidden Gem,"$2,000 ",2br -
 (Sheepshead Bay),1/19/2020 9:20,OPEN HOUSE! Large 2 Bedroom/1.5 Baths Rental with No Security Deposit!,"$2,199 ","2br -
                    950ft"
 (Brooklyn),1/19/2020 9:04,HUGE 2 bedroom LOFT in the heart of Bushwick!!!,"$2,500 ",2br -
 (Fort Greene),1/19/2020 8:58,Gigantic 2 bedroom in the Middle of Everything,"$3,300 ","2br -
                    900ft"
 (COBBLE HILL),1/19/2020 8:19,SUNNY 1-BEDROOM APARTMENT PRIME LOCATION!,"$2,200 ",1br -
 (Brooklyn),1/19/2020 8:14,Shore Road Verrazano V Sunny South Views,"$2,695 ","2br -
                    1100ft"
 (SUNSET PARK -------EDWIN EGA - 347-432-6463),1/19/2020 0:27,Sunset Park___1 BR__$1675_____Park Slope South Greenwood Industry City,"$1,675 ",1br -
 (Dyker Heights),1/19/2020 0:22,3 Bedroom Apartment At Discount Price!!,"$2,500 ","3br -
                    1000ft"
" (Brooklyn, NY)",1/19/2020 0:03,1Bedroom apt. In Coop building for rent by owner.,"$1,700 ","1br -
                    850ft"
 (Brooklyn),1/18/2020 23:17,Spacious 4 Bedroom apartment for rent $2400,"$2,400 ",4br -
 (Bay ridge @ 86th st R train),1/18/2020 22:32,Stylish and renovated 1 bedroom in the heart of Bay Ridge - No Fee!,"$2,050 ",1br -
 (Williamsbug),1/18/2020 21:54,Exceptionally specious- Amazing location!- Right by the L/G!,"$2,495 ",1br -
 (Park Slope - Prime),1/18/2020 21:35,Beautifully Renovated 1 Bed 1 Bath SUNNY apartment,"$2,989 ",1br -
 (BUSHWICK || L & M MYRTLE WYCKOFF || M KNICKERBOCKER AVE STOP),1/18/2020 21:21,DREAM 3 BED / TWO BATH! ___ PRIVATE DECK __ BALCONY__ TWO BATHS __NEW!,"$2,800 ",3br -
 (Stuyvesant Heights @Gates),1/18/2020 21:13,Beautiful 3 Bedroom duplex  with huge basement! NO FEE!,"$3,500 ",3br -
 (Clinton Hill/ Bed Stuy),1/18/2020 21:06,Clinton Hill *NO FEE* New Luxury Amenity Building,"$3,200 ",1br -
 (BedStuy @ A C train and J train ___ BED STUY _ PRE WAR - REN),1/18/2020 21:04,MODERN __ ALL NEW__ HUGE BEDROOMS___NO FEE___BEDSTUY___WOOOOOOF_______,"$2,700 ",3br -
 (Bed-Stuy),1/18/2020 20:47,🌹Brand New Elevator Development in Bed-Stuy🌹,"$3,140 ",2br -
" (Willamsburg, Brooklyn)",1/18/2020 20:47,Amazing studio/one bedroom apartment for rent,"$1,875 ","1br -
                    550ft"
 (williamsburg),1/18/2020 20:40,"prime williamsburg , elevator , roof , huge","$2,575 ",2br -
 (BUSHWICK J M CENTRAL AVE STOP  ||  L @ DEKALB / WYCKOFF ___|),1/18/2020 20:26,HUGE ONE BED ___ FLEX TWO BED___BALCONY!!____1.5 BATHS!__NEW BUILDING!,"$2,400 ",2br -
 (Bed-Stuy),1/18/2020 20:25,No Fee! 😍Renovated 2 Bed,"$2,450 ",2br -
 (Bed-Stuy @ the Myrtle-Willoughby G),1/18/2020 20:20,SUNNY NO FEE 1 BEDROOM IN THE HEART OF BED-STUY,"$1,949 ",1br -
 (bed-stuy),1/18/2020 20:00,😶No words😶for this gorge 3 bed w/ laundry in Bed-Stuy,"$2,704 ",3br -
 (Bushwick),1/18/2020 19:58,Gorgeous Renovated Prime Bushwick 4 Bed 2 Bathroom,"$4,000 ",4br -
 (East Williamsburg),1/18/2020 19:57,Bedford Stuyvesant 3 Bedroom Renovated Industrial Loft,"$3,000 ",3br -
 (bushwick),1/18/2020 19:53,😀😀😀2 bed duplex w/ laundry in bldg😀😀😀,"$2,900 ",2br -
 (bed-stuy),1/18/2020 19:47,"👑 👑 Modern, stylish apt in bldg with elevator!!👑 👑","$2,600 ",1br -
 (bed-stuy),1/18/2020 19:41,👏 Applause-worthy👏  3 bed on beautiful block in Bed-Stuy!,"$3,650 ",3br -
 (Boerum Hill),1/18/2020 19:36,Studio in Prime location!,"$1,499 ",
 (bushwick),1/18/2020 19:34,👾Freak out👾 over this 2 bed w/ private yard!!,"$3,150 ",2br -
 (bushwick),1/18/2020 19:28,🙀 🙀 🙀 Spacious open duplex studio in Bushwick🙀 🙀 🙀,"$2,600 ",
 (bushwick),1/18/2020 19:22,🤯 Mind-blowing🤯 3 bed w/ private b'yard & parking,"$3,200 ",3br -
 (Bushwick / Jefferson L / Central M trains),1/18/2020 19:20,Private Yard! Newly renovated 2br railroad / in unit W/D!!,"$2,650 ",2br -
 (Cobble Hill),1/18/2020 19:02,"Stunning 3BR, 2.5BA, w/d in unit, Pvt outdoor space, in COBBLE HILL","$6,995 ","3br -
                    1500ft"
 (Fort Greene),1/18/2020 18:58,Built in Wall Speakers For The Music Lovers,"$2,850 ",2br -
 (Clinton Hill),1/18/2020 18:13,NO FEE - 2BED/1BA - CLINTON HILL,"$3,600 ",2br -
 (Crown Heights),1/18/2020 18:03,"GORGEOUS 2 Bed, Crown Heights, Steps from Prospect Park","$3,050 ",2br -
 (BROOKLYN NY),1/18/2020 17:56,HRA/HASA CLIENT APARTMENT HUNTING,"$1,600 ","1br -
                    750ft"
 (Bushwick),1/18/2020 17:44,Beautiful studio in luxury building,"$2,400 ",
 (Downtown Brooklyn),1/18/2020 17:30,2.5 months free*Large space*1 stop to City*washer/dryer*King sized bed,"$3,573 ",2br -
 (brooklyn),1/18/2020 17:22,"GORGEOUS GUT RENOVATED 3BED/ 2BATH STEPS FROM 2,5 TRAINS","$2,850 ","3br -
                    1000ft"
 (Williamsburg),1/18/2020 17:16,Room in Williamsburg LUXURY BUILDING,"$1,633 ",3br -
 (Brooklyn),1/18/2020 16:45,1 month Owner Pays,"$4,000 ",4br -
 (Flatbush | 2 and 5 trains),1/18/2020 16:33,crazy deal 3 bed/1 bath  laundry in building Flatbush | no fee,"$2,149 ",3br -
 (Williamsburg),1/18/2020 16:18,Seeking roommate for beautiful 2 bedroom Duplex (Williamsburg),"$1,650 ",2br -
 (164 south 2nd),1/18/2020 15:58,ASAP! PRIVATE Backyard - WILLIAMSBURG NEW,"$3,890 ",2br -
 (Brighton Beach),1/18/2020 15:49,NO FEE - 2 BED - IN UNIT LAUNDRY - ELEVATOR,"$1,950 ",2br -
 (brooklyn),1/18/2020 15:42,1 Bedroom in a Bedstuy Brownstone with tons of light (NO FEE),"$2,100 ",1br -
" (Brooklyn, NY)",1/18/2020 15:40,All New beautifully renovated three-bedroom apartment,"$2,300 ",3br -
 (Bushwick),1/18/2020 15:16,Spacious Renovated Studio Plus Basement,"$2,375 ",
 (Brooklyn),1/18/2020 15:12,"Spacious, Renovated 2 Bedrooms in Prime Bushwich","$2,575 ",2br -
 (Bushwick/Bedstuy Border),1/18/2020 15:12,truly amazing luxury loft PENTHOUSE 5 bed/2 bath big windows | no fee,"$5,499 ",5br -
 (Prospect Lefferts Gardens),1/18/2020 15:09,Spacious Pre-War 1 Bedroom,"$1,900 ",1br -
 (Bedstuy and Clinton Hill),1/18/2020 14:43,super charming 1 bed/1 bath on Bedstuy/Clinton hill border | no fee,"$1,950 ",1br -
 (Brooklyn),1/18/2020 14:42,Spacious 1BR 3 stops to Manhattan w BALCONY,"$2,149 ",1br -
 (Williamsburg),1/18/2020 14:41,unbelievable 3 bed/2 bath DUPLEX in the center of Williamsburg | no fee,"$5,199 ",3br -
 (Brooklyn),1/18/2020 14:38,wild deal 2 bed/1 bath in Private House backyard access | no fee,"$1,999 ",2br -
 (Bayridge Bay ridge),1/18/2020 14:37,"Two Bedroom duplex, washer and dryer in unit, No broker fee","$2,500 ",2br -
 (Flatbush @ Beverly Rd. 2&5 trains),1/18/2020 14:32,Prime 2BR/1.5ba Duplex in Great Location - NO FEE!,"$2,400 ",2br -
 (Bay Ridge/ Bayridge),1/18/2020 14:31,"Newly Renovated, Spacious, custom built closets, R train No broker fee","$1,950 ",1br -
 (Brooklyn),1/18/2020 14:21,incredibly rare luxury 1  bed/1 bath near park in Greenpoint | no fee,"$2,850 ",1br -
 (@ Newkirk 2 & 5 Trains),1/18/2020 14:12,Beautiful 3BR w Laundry for Unbeatable Price & Location - NO FEE!,"$2,150 ",3br -
 (BROOKLYN/CANARSIE),1/18/2020 14:11,► ► ENTIRE HOUSE/BACKYARD/BASEMENT/DRIVEWAY,"$2,495 ",3br -
 (Bushwick),1/18/2020 14:09,True 2bedroom with yard_No FEE_Bushwick,"$2,399 ","2br -
                    750ft"
 (3901 NOSTRAND AVE AP 6C),1/18/2020 14:07,nice renovated 1bedroom apartment,"$2,000 ","1br -
                    790ft"
" (Kenginston | B, Q, F, G train)",1/18/2020 14:05,"unbelievable 2 floor, 4 bed/2 bath top Duplex in private home in Kensington","$3,450 ","4br -
                    1700ft"
" (Crown Heights | 2,3,4,5 A and C trains)",1/18/2020 14:04,unbelievable FULL HOUSE 7 beds/6.5 baths 2 Kitchens | no broker fee,"$13,850 ",7br -
 (Downtown Brooklyn),1/18/2020 14:02,2.5 months free*Large space*1 stop to City*washer/dryer*King sized bed,"$3,573 ",2br -
 (Williamsburg),1/18/2020 13:58,Superbly Lit Corner Unit Williamsburg 2BR @ Montrose L - No Fee,"$2,900 ",2br -
 (Bedstuy @ Kosciuszko & Gates JZ trains),1/18/2020 13:55,Sunny 2BR Garden Level w Backyard in Prime Location - NO FEE!,"$2,000 ",2br -
 (west midwood / flatbush),1/18/2020 13:31,"Large 4 bedroom, dishwasher, AC/Heat units, 2 & 5 train","$2,975 ",4br -
 (Bayridge Bay ridge),1/18/2020 13:25,"Two Bedroom duplex, washer and dryer in unit, No broker fee","$2,500 ",2br -
 (Bed Stuy),1/18/2020 13:18,Sunny Top Floor Brownstone 1BR,"$2,450 ",1br -
 (CyPRESS HiLLS BROOKlYN),1/18/2020 13:00,SE RENTA: 2CUARTOS <~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,"$1,600 ",2br -
 (Bed Stuy),1/18/2020 12:57,"1br, ConEd included, Private/Shared Outdoor Space","$2,575 ",1br -
 (emmons ave / sheepshead bay),1/18/2020 12:20,beautiful whole cottage house for rent $1850,"$1,850 ","1br -
                    800ft"
 (Ridgewood),1/18/2020 12:04,1 Bedroom 1 Bath w/ Big living Room Railroad w/ Big Living Room,"$1,950 ",1br -
 (Bushwick),1/18/2020 12:03,Awesome True 2bedroom in a Great Location_ NO FEE,"$2,200 ",2br -
