area,date,description,price,size
 (Ridgewood),1/12/2020 13:47,seeking roommates for stunning Ridgewood 3bed- OPEN HOUSE Sat 2pm,"$1,000 ",3br -
 (Flushing),1/12/2020 13:32,2 bed room apartment for rent,"$1,800 ",2br -
 (Rosedale),1/12/2020 13:29,0ne Bedroom - $1500,"$1,500 ","1br -
                    700ft"
 (East Elmhurst),1/12/2020 13:14,Large 2 Bdrm in Quiet Residential Area,"$2,300 ",2br -
 (WOODSIDE QUEENS NY),1/12/2020 12:52,CUARTO AMPLIO 1 bloque TREN 7 PARADA 53 ST WOODSIDE QUEENS,$800 ,1br -
 (Corona queens),1/12/2020 12:23,apt for rent,"$1,750 ",1br -
 (57th st and Woodside),1/12/2020 12:20,"Gorgeous 2 Bedroom, Elevated building, Near the 7 train!!!","$2,100 ",2br -
 (ASTORIA),1/15/2020 11:20,VERY LARGE 2 BEDROOM APARTMENT 36TH AVENUE @ 30 STREET,"$2,500 ","3br -
                    1200ft"
 (ASTORIA),1/15/2020 11:16,LARGE 3 BEDROOM APARTMENT 14TH STREET @ 27TH AVENUE,"$2,400 ","3br -
                    1100ft"
 (Astoria / Broadway),1/15/2020 11:08,"Fantastic, Renovated XL One Bedroom Unit w/Laundry - Great Location!","$2,350 ","1br -
                    750ft"
 (Astoria),1/15/2020 11:06,Amazing Studio!! Separate Kitchen! Cats ok! N-W trains*6th fl Elevator,"$1,550 ",
,1/15/2020 11:03,Rento Apto en College Point,"$2,050 ",3br -
 (WOODSIDE),1/15/2020 11:02,MASSIVE APARTMENT/SUN DRENCHED/CLOSE TO ALL/ NEW RENO...,"$2,650 ",2br -
 (Flushing),1/15/2020 10:55,Everything Included... 2 bed... Good Area... Great Deal...,"$1,450 ",2br -
 (Astoria),1/15/2020 10:48,Apartments for Rent next to Astoria Park & Water 718-726-0003,"$1,895 ",1br -
 (Bayside),1/15/2020 10:47,Brand New Apartment... 2 Bed... Bright... Elevator...,"$2,100 ",2br -
 (Long Island City),1/15/2020 10:26,Video Tour Available -- 2 Months Free -- True 1 Bed --  No Amenity Fee,"$2,907 ",1br -
 (Long Island City),1/15/2020 10:25,King Size 2 Bed -- East River Views -- Fully Gut Reno -- Video Tour Av,"$3,204 ",2br -
 (Long Island City),1/15/2020 10:24,Video Tour Available -- Pvt Balcony  -- 1 Month Free -- NYC Skyline Vi,"$2,562 ",1br -
 (Long Island City),1/15/2020 10:24,Corner Unit --3 Bed -- 2 Baths -- High End Finishes -- No Broker Fee,"$4,446 ",3br -
 (Flushing),1/15/2020 10:06,"******2 Bedroom Apt. In Private House In Flushing, NY-Avail.2/1*******","$1,700 ",2br -
 (Arverne),1/15/2020 9:43,3 Bedroom Apartment,"$2,300 ","3br -
                    1300ft"
 (Flushing),1/15/2020 9:42,ID:1364690 Beautiful 2 Bedroom Apartment for Rent,"$2,100 ",2br -
 ((South Ozone Park (Wakefield)),1/15/2020 9:15,"HUGE 3 BEDROOM 2 FULL BATH SKYLIGHTS, JACUZZI, BALCONY & CENTRAL AIR !","$2,600 ","3br -
                    1200ft"
 (Ridgewood),1/15/2020 8:31,"STEPS AWAY FROM FOREST AVE ""M"" TRAIN STATION!! WON'T LAST!!!","$1,600 ",
 (Maspeth),1/15/2020 7:48,"Hermoso Apartamento en Maspeth $2,000!!!","$2,000 ",
 (KEW GARDENS/Queens),1/15/2020 2:35,New 2BR apt,"$2,250 ",2br -
 (Woodside),1/15/2020 2:17,Apartment in woodside,"$2,300 ",2br -
 (kew gardens),1/15/2020 0:00,2 bedroom in Kew Gardens,"$1,850 ",2br -
 (Ozone Park),1/14/2020 23:55,Two bedroom apt near All 5 min walk to A train near JFK,"$1,400 ",700ft
 (FLUSHING),1/14/2020 22:29,King size bedroom ** 1 Bedroom 1 Bath ** LIRR,"$1,670 ",1br -
 (SUNNYSIDE),1/14/2020 22:27,MOVE IN READY! ** 1 BEDROOM ** LAUNDRY IN BUILDING 7 TRAIN,"$1,850 ",1br -
 (Briarwood),1/14/2020 22:22,1 large bedroom apt in a quiet building,"$1,750 ","1br -
                    750ft"
 (Ridgewood/Bushwick),1/14/2020 21:32,Great Ridgewood 3BR apartment **NO FEE** - Feb 1st,"$2,600 ",3br -
 (Middle Village),1/14/2020 21:01,Beautiful quiet two bedroom apartment just renovated from head to toe,"$2,000 ",2br -
 (Astoria),1/14/2020 20:50,Renovated 2BR in a 6F building - BROADWAY,"$2,350 ",2br -
" (191-17 37th Ave, Flushing)",1/14/2020 20:29,($2300)2 bedrooms townhouse for rent.,"$2,300 ","2br -
                    1100ft"
 (JACKSON HEIGHTS),1/14/2020 19:15,HUGE 1 BEDROOM IN HISTORIC JACKSON HEIGHTS  NO BOARD APPROVAL,"$1,843 ",1br -
 (Astoria Long Island City),1/14/2020 19:04,Huge 3 bedroom - private house - Must See!,"$2,695 ",3br -
 (ASTORIA  N Y),1/14/2020 18:55,SPACIOUS 2 BED ROOM WITH YARD,"$2,300 ","2br -
                    900ft"
 (Long Island City),1/14/2020 18:54,NO FEE---LUX 1 BED---PRIME LIC---5 MIN TO MIDTOWN,"$3,195 ","1br -
                    700ft"
 (Astoria),1/14/2020 18:32,2 bedroom - ASTORIA great location - NO FEES,"$2,050 ","2br -
                    400ft"
,1/14/2020 18:25,ENTIRE HOUSE FOR RENT,"$2,600 ",3br -
,1/14/2020 18:06,ENTIRE HOUSE FOR RENT,"$5,300 ",6br -
 (Bayside),1/14/2020 17:07,ID# 1361689 Lovely 3 Bedroom Apartment,"$2,350 ",3br -
 (Ridgewood/ Glendale),1/14/2020 16:57,No Fee* Gorgeous Renovated 1 Bed 1 Bath Near M Train *Ridgewood*,"$1,750 ",1br -
 (Long Island City),1/14/2020 16:56,Great Open Concept 2BD/2BA in LIC,"$4,763 ",2br -
 (Kew Gardens),1/14/2020 16:37,No Fee* Luxury 2 Bed 2 Bath 3 Balconies w/ Laundry in Unit & Balcony,"$2,875 ",2br -
 (43-03 Broadway ~ Astoria),1/14/2020 16:35,"$2,6oo 3Bed 1Bath ~ w/Dishwasher+Sky-light",$2 ,"3br -
                    1150ft"
" (Jamaica, Queens)",1/14/2020 16:34,Apartment for Rent,"$1,200 ",1br -
" (RIDGEWOOD, NY)",1/14/2020 15:42,RIDGEWOOD Large 3 BR 2 BA ASAP MOVE IN w/ Dishwasher,"$2,200 ",3br -
 (Astoria),1/14/2020 15:41,Beautiful Astoria 1bed NO FEE,"$2,200 ",1br -
 (Forest Hills),1/14/2020 15:07,ABSOLUTELY FABULOUS!,"$1,995 ",1br -
 (Cypress Hills + Jamaica Ave.),1/14/2020 14:57,-------------------------2CUARTOS BEISMAN $1600-----------------------,"$1,600 ",2br -
 (QUEENS),1/14/2020 14:50,"⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡1-CUARTO APTO BEISMAN $1,150","$1,150 ",1br -
 (Jamaica + RENTES HOY),1/14/2020 14:49,⚡⚡⚡⚡⚡⚡⚡2CUARTOS APTO_____TODO INCLUIDO<~~,"$1,800 ",2br -
 (WOODHAVEN QUEENS +  TREN J + A),1/14/2020 14:48,⚡⚡⚡⚡⚡⚡⚡⚡⚡3CUARTOS~ FACIL RENTAR<~~~,"$2,000 ",3br -
 (Ridgewood),1/14/2020 14:35,Massive real 2 bed  in Sunny Ridgewood!!!,"$2,300 ",2br -
,1/14/2020 14:12,BRAND NEW 2 BEDROOM,"$2,400 ",2br -
 (Astoria),1/14/2020 14:11,$1750 for JAN 15 1 Bedroom in Ditmars Blvd with backyard!,"$1,750 ","1br -
                    600ft"
,1/14/2020 14:11,HUGE 3 BEDROOM COLLEGE PONT.,"$2,400 ",3br -
 (Astoria),1/14/2020 14:02,*** King size bedrooms *** Great natural light *** Small pets OK ***,"$2,600 ","3br -
                    950ft"
 (Long Island City / Hunters Point),1/14/2020 13:58,_____ Luxurious STUDIO __________/// Long Island City \\\_____________,"$2,515 ",
" (Astoria, New York)",1/14/2020 13:37,HUGE STUDIO*35TH AVE*PRE WAR ELEVATOR BUILDING*MARCH 1ST MOVE IN,"$1,550 ",
" (Bayside near LIRR, NORTH Flushing, Whitestone)",1/14/2020 13:18,"2 BR near LIRR,NEWkit/STEELappl/DISH,NEWbath,WOODflrWASHR/DRYRabsentLL","$2,100 ",2br -
" (College Point near Malba,Whitestone and NORTH Flushing)",1/14/2020 13:16,"2BR,NEWkit/DW,NEWbth,PORCH,ATTIC,WOODflr,w/Heat,WaterCOOKING Gas","$1,900 ",2br -
" (Bayside near LIRR, NORTH Flushing and Whitestone)",1/14/2020 13:14,"2BR near LIRR,Eat-in-KitchenRENOVATEDbath,WOODflr,w/Heat and Hot Water","$1,725 ",2br -
" (Douglaston near LIRR, LittleNeck and Great Neck)",1/14/2020 13:11,"HALF FEE,HOUSEnearLIRR,NEW KIT,LR/Firepl,WDflrYARD,BSMT/WASH/DRY,DOGok","$2,800 ",
 (Woodside),1/14/2020 13:11,Location! Location! Location 3 Bedroom Railroad Apartment,"$2,200 ",2br -
" (Little Neck near LIRR, Douglaston and Great Neck)",1/14/2020 13:07,"HALF MONTH FEEnearLIRR,kit/STEELappl,1.5bthWDflrDRVWY,basemtWASH/Dyard","$2,600 ",3br -
 (QUEENS VILLAGE),1/14/2020 12:52,BRAND NEW RENOVATED HOUSE FOR RENT,"$2,550 ","2br -
                    1900ft"
" (Bayside, Queens)",1/14/2020 12:52,Ground Floor 1 bedroom apartment,"$1,500 ",1br -
 (Jamaica Estates),1/14/2020 12:44,JAMAICA ESTATES RENO ALCOVE STUDIO IN LUXURY BUILDINGS,"$1,649 ",550ft
 (Jamaica Estates),1/14/2020 12:43,JAMAICA ESTATES RENOVATED 2BR/1BTH IN LUXURY BUILDING $2250,"$2,275 ","2br -
                    1000ft"
 (Jamaica Estates),1/14/2020 12:42,OPEN HOUSE! JAMAICA ESTATES RENO 2/2BTH/BALCONY  718-658-3597 $2475,"$2,475 ","2br -
                    1000ft"
 (BRIARWOOD),1/14/2020 12:42,OPEN HOUSE! BRIARWOOD- LUXURY RENOVATED STUDIOS APARTMENTS 7186583597,"$1,599 ",400ft
 (Howard Beach),1/14/2020 12:10,1 Bedroom Apt $1600.00 Inc G&E,"$1,600 ",1br -
 (GREENPOINT BROOKLYN),1/14/2020 12:04,SPACIOUS 3BR-PERFECT FOR ROOMMATES-DON'T MISS OUT,"$3,000 ",3br -
 (Flushing),1/14/2020 11:48,Studio Apartment,"$1,400 ",
 (Chelsea),1/14/2020 11:47,NO FEE ! BEAUTIFUL 1 BD APARTMENT in CHELSEA,"$3,495 ","1br -
                    700ft"
 (Flushing),1/14/2020 11:39,ID:1363617 Updated 2 Bedroom Apartment for Rent conveniently Located,"$2,150 ",2br -
 (Jamaica Center ~ E-J-Z trains),1/14/2020 11:24,"$2,ooo(4-units left) 2Bed 1Bath's ~ w/Balcony+Rooftop",$1 ,"2br -
                    900ft"
 (44th St off of Greenpoint),1/14/2020 11:07,"Beautiful 3 BR 2 Bath Apt., Elevated building, Near the 7 train!!!!","$2,200 ",3br -
 (Bayside),1/14/2020 10:57,"Large 3Br 2Bth ,Queens Boro  College","$2,550 ","3br -
                    1250ft"
 (Fresh Meadows),1/14/2020 10:51,Renovated High Ranch in Heart of Fresh Meadows,"$3,700 ","3br -
                    1372ft"
 (Rego Park/Forest Hill),1/14/2020 10:42,No Fee Large Excellent Condition 2 Bedroom - 5 Mins to Subway,"$2,000 ","2br -
                    1000ft"
 (Glendale),1/14/2020 10:21,Brand new 2 bdr with office,"$2,099 ",2br -
" (Springfield Gardens, NY)",1/14/2020 10:21,Large 2BR Apartment for Rent in Queens,"$2,250 ",2br -
" (MURRAY HILL, FLUSHING)",1/14/2020 10:16,FANTASTIC RENOVATED SUNNY 3BR*1.5 BATH*QUIET BLOCK*GREAT LOCATION,"$2,425 ",3br -
 (Far Rockaway NY),1/14/2020 10:12,Newly renovated Three Bedroom Apt for Rental,"$2,650 ",3br -
 (Long Island City),1/14/2020 10:09,NO FEE** ! SPACIOUS STUDIO APARTMENT in LIC !!,"$2,634 ",
,1/14/2020 10:06,4 BED 2 BATH- WOODSIDE- GREAT LOCATION NEAR SCHOOL!!,"$4,000 ","4br -
                    2000ft"
 (Astoria),1/14/2020 10:02,Amenity Filled 2 Bed 2 bath at The Lillian Astoria,"$3,350 ",2br -
" (Sunnyside Gardens, NY)",1/14/2020 9:52,1-bedroom Semi-basement apartment in Sunnyside Gardens available now!,"$1,400 ","1br -
                    650ft"
 (Elmhurst),1/14/2020 9:45,$1760 Two bedroom/Two full bathrooms/Close to trains/Queens Cntr Mall,"$1,760 ",2br -
 (Ridgewood),1/14/2020 8:31,"STEPS AWAY FROM FOREST AVE ""M"" TRAIN STATION!! WON'T LAST!!!","$1,600 ",
 (GLENDALE RIDGEWOOD),1/14/2020 8:25,1BEDROOM/SMALL OFFICE- ALL INCLUDED- SMALL PET OK,"$1,850 ",1br -
 (ELMHURST/ MASPETH),1/14/2020 8:21,LARGE DUPLEX APT FOR RENT,"$2,850 ",3br -
" (South Ozone Park, New York)",1/14/2020 6:32,Newly Renovated Two Bedroom APARTMENT,"$2,000 ",2br -
" (Far Rockaway,)",1/14/2020 1:01,$1550 Brand new studios all included near main train,"$1,550 ",225ft
 (Bayside—Bay Terrace),1/14/2020 1:00,"2ndFL,Wood Fl,Heat/Gas Incl,Washer/Dryer,Priv.Entrance*Hablo Español","$2,300 ",3br -
" (160-32 75th Road, Flushing, NY 11366)",1/14/2020 0:30,Flushing 2 Bedroom 1 Bath Apt - Renovated - $2000,"$2,000 ","2br -
                    700ft"
 (Kew Garden Hills),1/13/2020 23:45,NO FEE* Luxury Renovated Large STUDIO APT *Gym *Roof Deck,"$1,869 ",
 (Kew Garden Hills),1/13/2020 23:42,NO FEE* Luxury Renovated 1 Bed  *Gym *Roof Deck *Pet Friendly,"$2,300 ",1br -
 (Kew Garden Hills),1/13/2020 23:39,NO FEE* Luxury 3 Bed 2 Bath *Washer & Dryer in Unit *Gym *Pet Friendly,"$3,900 ",3br -
 (Astoria),1/13/2020 23:35,*** King size bedrooms *** Great natural light *** Small pets OK ***,"$2,600 ","3br -
                    950ft"
 (Astoria),1/13/2020 23:35,*** Luxury building *** Near subway*** NO FEE ***,"$2,549 ",1br -
 (Kew Garden Hills),1/13/2020 23:33,NO FEE* Luxury 2 Bed 2 Bath *Washer & Dryer in Unit *Gym *Pet Friendly,"$2,975 ",2br -
 (OZONE PARK),1/13/2020 23:06,3 BEDROOM APARTMENT FOR RENT,"$2,400 ",
 (Ridgewood/ Glendale/ Fresh Pond),1/13/2020 22:55,No Fee* Gorgeous Renovated 2 Bed w/ Backyard Access,"$2,100 ",2br -
 (Ridgewood/ Glendale),1/13/2020 22:52,No Fee* Gorgeous Renovated 1 Bed 1 Bath Near M Train *Ridgewood*,"$1,750 ",1br -
 (Rego Park/ Forest Hills),1/13/2020 22:51,Renovated 1 Bed 1 Bath in Rego Park! Near M & R Trains !,"$1,775 ",1br -
 (Elmhurst/ Jackson Heights),1/13/2020 22:50,Renovated Gorgeous 1 Bed 1 Bath *Elmhurst* Nearby 7/E/F/M/R Trains !!,"$2,005 ",1br -
 (Rockaway Beach),1/13/2020 22:34,3Bed 2Bath - Plus backyard,"$2,500 ","3br -
                    1250ft"
 (Kew Garden Hills),1/13/2020 22:26,1 bedroom furnished apartment,"$2,000 ",1br -
 (Astoria),1/13/2020 22:01,Large beautiful 3 bed apt small bldg by Socrates Park,"$2,500 ",3br -
" (Hollis, Queens)",1/13/2020 21:26,Beautiful 2 bedroom available to rent!!,"$1,800 ",2br -
 (Bayside),1/13/2020 21:19,"$2,200 - 2 Bedroom Apartment Corp Kennedy St","$2,200 ","2br -
                    800ft"
 (Long Island City),1/13/2020 21:08,NO FEE! Three bedroom/ three bath high floor lux doorman building!,"$5,784 ",3br -
 (long island city),1/13/2020 20:14,Rent by owner,"$2,000 ","1br -
                    800ft"
 (LONG ISLAND CITY),1/13/2020 19:46,"⎝NO FEE! - 1 stop from city- Waterfront Luxury Studio*Gym,Views,Deck*","$5,583 ",3br -
 (LONG ISLAND CITY),1/13/2020 19:45,"⎝NO FEE! - 1 stop from city- Waterfront Luxury Studio*Gym,Views,Deck*","$2,594 ",
 (Bayside),1/13/2020 19:15,Open house ** Cozy 2 Bedroom 1 Bath ** Laundry in building/Pets OK!,"$2,295 ",2br -
 (Bayside),1/13/2020 19:10,Open house ** Studio ** Laundry in building/Pets OK!,"$1,595 ",
 (Astoria),1/13/2020 19:05,BRAND NEW == PRIVATE BALCONY == 30th AVE == MINT FINISHES ==,"$2,575 ",1br -
 (Kew Gardens),1/13/2020 19:05,1/2 off Fee ** 1 Bedroom ** Laundry in building LIRR,"$1,875 ",1br -
 (Woodhaven),1/13/2020 19:04,1 BR unit with all utilities included on 2nd fl,"$1,700 ",
 (Long Island City),1/16/2020 12:23,**** FREE MONTH **** NO FEE **** CITY VIEWS **** UTILITIES INCLUDED **,"$2,795 ",1br -
 (Long Island City),1/16/2020 12:17,*** LUXURY *** NO FEE *** BALCONY *** ROOFDECK *** 1 BEDROOM,"$3,500 ",2br -
 (10mins to Midtown),1/16/2020 12:09,Utilities Included ~ 1Bed-1Bath w/Backyard,"$1,350 ","1br -
                    680ft"
 (Elmhurst),1/16/2020 12:08,Big Apartment... 2 Bed... Close to Queens Center Mall... Easy Approval,"$1,798 ",2br -
 (near R+M trains),1/16/2020 12:08,Studio ~ Utilities Included,"$1,000 ","1br -
                    390ft"
 (near R+M trains),1/16/2020 12:07,Studio ~ Utilities Included,"$1,100 ","1br -
                    400ft"
 (Astoria),1/16/2020 12:02,Available Now! -- King Sized Bed -- Absolutely No Fee! -- Chefs Kitche,"$2,490 ","1br -
                    664ft"
 (Elmhurst),1/16/2020 12:01,Flushing 2BR New Renovation Floorthru,"$2,550 ","2br -
                    1200ft"
 (Astoria),1/16/2020 11:52,Available Now! -- King Sized Bed -- Absolutely No Fee! -- Chefs Kitche,"$2,795 ","1br -
                    664ft"
 (Astoria),1/16/2020 11:52,------ Exposed Brick ! -- S/S Appliances -- Heat/Hot Water Included --,"$2,100 ","2br -
                    600ft"
" (Glendale ,Queens)",1/16/2020 11:49,"Glendale,Queens, 1.5 bedroom apt .","$1,700 ",1br -
 (Long Island City),1/16/2020 11:42,*** LUXURY *** NO FEE *** BALCONY *** ROOFDECK *** 1 BEDROOM,"$2,999 ",1br -
 (REGO PARK),1/16/2020 11:35,NO FEE ! BEAUTIFUL STUDIO IN REGO PARK,"$1,750 ",600ft
 (SUNNYSIDE),1/16/2020 11:32,FULL FURNISHED 1 BEDROOM APARTMENT,"$1,990 ",1br -
 (Whitestone),1/16/2020 11:31,ID:1365752 Lovely 1 Bedroom Apartment for Rent,"$1,600 ",1br -
 (46th ST and 48th Ave.),1/16/2020 10:51,Beautiful 1 bedroom apartment Near the 7 train!!!!!,"$1,500 ",1br -
 (JACKSON HTS QUEENS NY),1/16/2020 10:51,"AMPLIO APARTAMENTO 3 DORMITORIOS 1.5 BANOS TRENES: R,M, y TREN 7","$3,200 ",3br -
 (Fresh Meadows),1/16/2020 10:45,"Huge 2 bedroom $1950 Fresh Meadows , Heat gas , included","$1,950 ","1br -
                    700ft"
 (Fresh Meadows),1/16/2020 10:43,"Huge 1 bedroom $1695 Fresh Meadows , Heat gas , included","$1,695 ","1br -
                    700ft"
 (oakland gardens),1/16/2020 10:42,3 bed 1 bath  (221-66 Horace Harding No Security deposit need,"$2,095 ",3br -
 (Ridgewood),1/16/2020 10:40,Beautiful renovated w yard pets on approval/grove and Woodward,"$1,845 ",1br -
 (Jamaica Hills),1/16/2020 10:30,Beautiful and Spacious Queens studio available,"$1,529 ",500ft
,1/16/2020 10:25,Apto Para la Renta en Fresh Meadows,"$2,200 ",3br -
 (Flushing),1/16/2020 10:21,ID:1365905 Recently Renovated 3 Bedroom Apartment,"$2,400 ",3br -
 (Bayside),1/16/2020 10:09,2 Bedroom 1 Bathroom in BAYSIDE PRIME LOCATION,"$2,200 ",2br -
 (SUNNYSIDE),1/16/2020 10:00,BEAUTIFUL STUDIO,"$1,650 ",
 (Flushing),1/16/2020 9:59,2 bed room apartment for rent,"$1,800 ",2br -
 (Sunnyside),1/16/2020 9:49,*CHARMING STUDIO *GREAT LOCATION*SUNNYSIDE,"$1,558 ",
 (Astoria),1/16/2020 9:46,"No Fee Luxurious COZY 1 Bedroom Apartment in Astoria, Townhome living","$1,950 ",1br -
 (Astoria),1/16/2020 9:45,Newly renovated 3 BR apartment for rent by Owner (Astoria),"$2,700 ",
,1/16/2020 9:21,Casa Para la Renta En Whitestone,"$3,500 ",3br -
,1/16/2020 9:14,Apto Para la Renta en East Elmhurst,"$1,900 ",2br -
 (QUEENS VILLAGE),1/16/2020 9:12,Studio apartment available in queens village,"$1,100 ",
 (Richmond Hill___Ozone Park____Jamaica),1/16/2020 9:11,Spacious Two bedroom in Richmond Hill___Cls to J Train,"$1,900 ",
,1/16/2020 9:04,Apto Remodelado en Jackson Heights,"$2,200 ",3br -
 (forest hills),1/16/2020 8:34,1 bedroom apt for rent,"$1,100 ","1br -
                    500ft"
 (Forest Hills),1/16/2020 8:28,"RENT STABILIZED 1BR, Walk 71st Ave Exp Sub & Austin St.","$1,725 ","1br -
                    700ft"
 (ASTORIA),1/16/2020 8:09,PET FRIENDLY BIG 3 BEDRM W 2 BALCONIES,"$2,850 ","3br -
                    1500ft"
 (Long Island City),1/16/2020 7:50,KING-SIZE STUDIO / SPECTACULAR RIVER AND BRIDGE VIEWS,"$2,562 ","1br -
                    550ft"
" (Bayside near Bayside LIRR, Douglaston and Little Neck)",1/16/2020 2:34,"1BR near BAYSIDE LIRR,RENOVATED Eat-in-kit,RENOVATED Bathroom,WOODflrs","$1,500 ",1br -
 (Bayside near Douglaston and Little Neck),1/16/2020 2:18,"HALF MONTH FEE3BR,GRANITEkitSTEELappl,2NEWbaths/JACUZZI,WASH/DRY,ATTIC","$2,600 ",3br -
 (Flushing North * Whitestone),1/16/2020 1:13,“No Fee!”Washer/Dryer*Driveway*New Kitchen&Floors*Renovated,"$2,300 ",3br -
 (ozone park),1/16/2020 0:57,apartment 3 bedrooms/2 bathrooms for rent,"$2,699 ",3br -
" (WOODSIDE, SUNNYSIDE,ASTORIA, JACKSON HEIGHTS,ELMHURST)",1/16/2020 0:54,3 BR APT/2 BATHS/5 MINUTES TO SUBWAY/ LIR. AND 7 TRAIN STATION!...,"$2,500 ",3br -
 (elmhurst),1/16/2020 0:37,3 bedrooms apartment for rent.,"$2,299 ",3br -
 (College Point flushing),1/15/2020 23:42,$2100 Huge 2 Badroom for Rent in College Point,"$2,100 ",2br -
 (Astoria),1/15/2020 22:35,Two bedroom apartment for rent in Astoria,"$2,500 ",2br -
 (Long Island City),1/15/2020 20:38,"Master Studio within a house, furnished! Backyard & Laundry","$1,700 ","1br -
                    600ft"
 (Maspeth),1/15/2020 19:45,2 bedroom apt,"$2,300 ","2br -
                    950ft"
 (Flushing),1/15/2020 19:41,4 Bedrooms + 2 Bathrooms + Attached Garage,"$2,550 ",4br -
 (LIC),1/15/2020 18:57,Long Island City LIC Spacious Modern Luxury 2 Bedroom 2 Month Free,"$4,753 ","2br -
                    859ft"
 (Queens + RENTES HOY),1/15/2020 18:38,⚡⚡⚡⚡⚡⚡⚡2CUARTOS APTO_____TODO INCLUIDO<~~,"$1,800 ",2br -
 (QUEENS),1/15/2020 18:36,"⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡⚡1CUARTO APARTAMENTO BEISMAN $1,150","$1,150 ",1br -
 (Cypress Hills + Jamaica Ave.),1/15/2020 18:34,-------------------------2CUARTOS BEISMAN $1600-----------------------,"$1,600 ",2br -
 (LIC),1/15/2020 18:34,Long Island City LIC Spacious Modern Luxury 1 Bedroom 2 Month Free,"$2,951 ","1br -
                    600ft"
 (Astoria),1/15/2020 18:09,===30TH AVE===GUT RENOVATED===BRICK EXPOSED===HARDWOOD,"$2,100 ",2br -
 (Astoria),1/15/2020 18:08,== NEW DEVELOPMENT == PRIVATE BALCONY == ALL UTILITIES INCLUDED== 2 BE,"$2,699 ",2br -
 (Astoria),1/15/2020 18:08,== NEW DEVELOPMENT == PRIVATE BALCONY == ALL UTILITIES INCLUDED== 2 BE,"$2,699 ",2br -
 (Astoria),1/15/2020 18:08,** LUXURY 1 BED ** STEINWAY ** 2 MIN TO SUBWAY** 30TH AVE ** NEW DEVEL,"$2,495 ",1br -
 (Astoria),1/15/2020 18:07,*** NO FEE *** MASSIVE 2 BED *** RENOVATED *** 1200SF *** 30TH AVE,"$2,900 ","2br -
                    1200ft"
 (Astoria),1/15/2020 18:07,** RENOVATED 2 BEDROOM ** HOME OFFICE/ WALK IN CLOSET ** STEINWAY ** A,"$2,600 ",2br -
 (Jamaica),1/15/2020 18:02,3 bedrooms apartment for rent,"$2,500 ",3br -
 (Jackson Heights),1/15/2020 17:50,Jackson Heights 3 br 1 bath on 3rd floor 2400,"$2,400 ","3br -
                    1057ft"
 (Fresh Meadows),1/15/2020 17:40,4 Bedroom Apartment for Rent - Walk to St Johns.,"$2,500 ",4br -
 (Astoria),1/15/2020 17:38,*** Luxury building *** Near subway*** NO FEE ***,"$2,549 ",1br -
 (Astoria),1/15/2020 17:37,*** King size bedrooms *** Great natural light *** Small pets OK ***,"$2,600 ","3br -
                    950ft"
 (REGO PARK),1/15/2020 17:32,NO FEE ! BEAUTIFUL STUDIO IN REGO PARK,"$1,750 ",600ft
 (Woodside),1/15/2020 17:29,"No Broker Fee, Renovated, 2 Bed, Duplex, Sunny, Spacious, Near Transit","$2,350 ",2br -
 (Astoria / 30th Avenue),1/15/2020 17:24,*No Fee* Spacious Renovated 1 Bed 1 Bath *Astoria* Near N & W Trains,"$2,295 ",1br -
 (Kew Gardens),1/15/2020 17:21,Updated Kitchen ** 1 Bedroom 1 Bath ** Pet Friendly E/F train,"$1,875 ",1br -
 (Astoria / Ditmars),1/15/2020 17:12,*No Fee* Sunny 3 Bed 2 Bath W/ Laundry + City Views Near N & W Trains,"$3,550 ",3br -
 (jamaica / Rochdale),1/15/2020 17:12,Spacious 3BR 2nd floor of two family house,"$1,800 ",
 (Spring Field Gardens),1/15/2020 17:03,Nice Renovated 1 Bedroom Bsmt Apt. w/ Parking & Yard,"$1,600 ",1br -
 (Astoria),1/15/2020 16:57,3 Bedroom 1 Bath Apartment,"$2,800 ",3br -
 (South Ozone Park / Jamaica),1/15/2020 16:57,1 Bedroom Apartment,"$1,450 ",1br -
 (Forest Hills),1/15/2020 16:46,Luxury 2 Bed / 2 Bath Condo for Rent,"$3,495 ","2br -
                    1275ft"
 (Woodside),1/15/2020 16:43,Convenient 2BR near All! *ALL UTILITIES INCLUDED*,"$2,050 ","2br -
                    800ft"
 (Long Island City / Hunters Point),1/15/2020 16:22,|____ Luxurious 1 Bedroom _______/// Long Island City \\\____________|,"$3,179 ",1br -
 (Bayside),1/15/2020 16:22,Open house ** Cozy 2 Bedroom 1 Bath ** Laundry in building/Pets OK!,"$2,295 ",2br -
 (Bayside),1/15/2020 16:10,Open house ** Studio ** Laundry in building/Pets OK!,"$1,595 ",
 (Briarwood),1/15/2020 16:08,Newly renovated! ** 2 bedroom 2 bath ** Laundry on site,"$2,200 ",2br -
 (Elmhurst Queens woodside),1/15/2020 16:07,"Luxury Elevator building, super, security camera E F M R 7 train","$3,585 ",2br -
 (Richmond hill),1/15/2020 16:06,2 br apt for rent in excellent condición,"$2,200 ",
 (Floral Park),1/15/2020 15:57,Big apartment for rent in good condition,"$3,400 ",
 (Middle Village),1/15/2020 15:56,Furnished spacious room with private balcony,$985 ,
 (Forest Hills),1/15/2020 15:55,NO FEE . Awesome One Bedroom+ Balcony+ Parking  600 sf,"$1,700 ",1br -
